StoryHeight,lat,lon,wayid,sunlight(hours),roofsize(sqft),avg_elec_bill,recommended_panel,recommended_sqft,height
1.25,42.2706127,-71.4246719,213261950,1463,916,100,4.5 kW,317,
2,42.2876073,-71.4213993,213260366,1479,1057,100,4.5 kW,317,
1,42.313406,-71.4042162,213251687,1207,1128,100,5.75 kW,405,
1,42.2911169,-71.4250893,213262120,1184,1251,100,5.75 kW,405,
1,42.3047739,-71.4166475,213257989,1379,775,100,4.75 kW,335,
2,42.313805,-71.437056,213265598,1241,1568,100,5.75 kW,405,
2.5,42.2636209,-71.4202654,213259522,1029,352,100,5 kW,352,
1.5,42.3078287,-71.4247879,213261956,1312,1022,100,5.25 kW,370,
1,42.2922651,-71.438633,213266051,1028,1286,100,7.5 kW,529,
2,42.2822641,-71.4402564,213266612,1192,1022,100,6.25 kW,440,
1,42.2994554,-71.4533821,213269562,954,1427,100,7 kW,493,
1,42.3101785,-71.4289391,213263317,1145,969,100,6.5 kW,458,
2.5,42.2731685,-71.4194769,213259016,1152,1004,100,6.5 kW,458,
1.75,42.2866286,-71.4394795,213266233,1295,634,100,5.75 kW,405,
2,42.2722401,-71.441118,213266925,1388,934,100,5 kW,352,
2.5,42.2846269,-71.4218889,213260578,1399,934,100,4.75 kW,335,
2.5,42.2828263,-71.4122409,213255408,1446,1057,100,4.75 kW,335,
2.5,42.2741819,-71.4262025,213262564,1411,493,100,5.5 kW,388,
2,42.2879308,-71.4013867,213250375,1461,1110,100,4.5 kW,317,
1,42.3006522,-71.4078108,213253207,1519,5321,100,4.25 kW,300,
1.75,42.2732529,-71.4342267,213264680,1436,564,100,5.5 kW,388,
1,42.3075064,-71.482229,213272817,1512,1321,100,4.25 kW,300,
1,42.26855,-71.42576,213262374,1311,1198,100,5 kW,352,
1,42.3095089,-71.3960522,213248974,1445,1092,100,4.5 kW,317,
2,42.3019926,-71.4465178,213268271,1208,1656,100,5.75 kW,405,
1,42.290529,-71.4496253,213268973,1016,1621,100,6.5 kW,458,
1.5,42.2870046,-71.4094114,213254151,1118,687,100,6.25 kW,440,
1,42.3050282,-71.4093882,213254160,1170,863,100,6 kW,423,
2.5,42.2739136,-71.4261562,213262549,1495,793,100,4.75 kW,335,
2,42.2932716,-71.4709595,213271609,1343,2238,100,5 kW,352,
1,42.3138648,-71.4316293,213263970,1167,810,100,6 kW,423,
1,42.3152247,-71.4259706,213262410,,,,,,
2,42.2955339,-71.4094578,213254176,1313,846,100,5 kW,352,
2,42.2730402,-71.4369633,213265559,1370,846,100,5.5 kW,388,
1.5,42.2598246,-71.4204974,213259589,1434,810,100,4.5 kW,317,
1,42.3027044,-71.4165083,213257915,1381,1586,100,4.75 kW,335,
2,42.2946621,-71.4320468,213264029,1328,652,100,5.25 kW,370,
1,42.2853203,-71.4441969,213267711,1359,1145,100,5 kW,352,
1,42.3145809,-71.4083446,213253582,1203,1409,100,6 kW,423,
2.5,42.2694806,-71.4231257,213261316,1314,1075,100,5.25 kW,370,
2,42.2889779,-71.4127512,213255690,1166,1022,100,6 kW,423,
2,42.3018874,-71.4646058,213271108,1490,1357,100,4.25 kW,300,
1.75,42.3061499,-71.4102,213254533,1100,476,100,6.75 kW,476,
2,42.3028995,-71.4474918,213268424,1453,1462,100,4.5 kW,317,
2,42.2933906,-71.4311191,213263826,934,617,100,8.25 kW,581,
1,42.3028786,-71.4084373,213253598,1416,1039,100,4.75 kW,335,
2,42.2878016,-71.4246255,213261954,1388,440,100,5.5 kW,388,
1.75,42.2922483,-71.4070052,213252849,1341,352,100,5 kW,352,
1,42.3116042,-71.4818116,213272705,1273,987,100,5.25 kW,370,
2,42.2913466,-71.4797247,213272352,1482,1039,100,4.5 kW,317,
2,42.2997359,-71.4038894,213251495,1354,511,100,5.25 kW,370,
1,42.2869553,-71.4416014,213267070,1399,1339,100,4.75 kW,335,
2,42.304981,-71.405177,213252051,1429,546,100,4.75 kW,335,
1,42.3090701,-71.4579272,213270266,1356,1269,100,5 kW,352,
1,42.306423,-71.4616839,213270923,1316,1233,100,5.25 kW,370,
2,42.2888121,-71.476803,213272125,1473,652,100,5 kW,352,
1,42.3084552,-71.4068602,213252751,1170,987,100,6 kW,423,
2,42.2985024,-71.454472,213269797,1144,934,100,6 kW,423,
1,42.3145211,-71.4062108,213252437,1006,1374,100,6.75 kW,476,
2,42.2811142,-71.4545415,213269777,1061,1674,100,6.75 kW,476,
1,42.3162868,-71.4432248,213267519,1251,1709,100,5.25 kW,370,
2.5,42.2714953,-71.4241617,213261751,1280,1022,100,6.25 kW,440,
1,42.2999206,-71.4185492,213258704,1375,828,100,5 kW,352,
1,42.2781947,-71.4165892,213257991,1412,3066,100,4.5 kW,317,
2,42.2840721,-71.477174,213272159,1299,1427,100,5.25 kW,370,
1,42.2713276,-71.4213787,213260065,1411,758,100,5.25 kW,370,
2,42.2922179,-71.4056542,213252300,1468,1251,100,4.5 kW,317,
1,42.3140609,-71.40635,213252573,1303,951,100,5.25 kW,370,
2.5,42.3105748,-71.448002,213268613,1020,1145,100,7 kW,493,
1,42.3145923,-71.4195233,213259103,,,,,,
1,42.3151748,-71.4092259,213254134,1204,669,100,5.5 kW,388,
2,42.2903799,-71.4035668,213251217,1422,810,100,4.75 kW,335,
2,42.2838672,-71.4229093,213261261,1322,405,100,5.25 kW,370,
2,42.2620618,-71.4209612,213259786,1332,634,100,5.5 kW,388,
2,42.2891477,-71.4255532,213262249,1062,617,100,7.25 kW,511,
1,42.2976789,-71.4076024,213253098,1263,934,100,5.25 kW,370,
1,42.2966502,-71.4546343,213269824,1365,1903,100,4.75 kW,335,
1,42.2699157,-71.3980469,213249257,1346,828,100,5 kW,352,
1.75,42.296192,-71.454898,213269860,1359,1868,100,4.75 kW,335,
2.5,42.2728988,-71.421425,213260316,1453,828,100,4.75 kW,335,
1.75,42.2915663,-71.418878,213258866,1002,810,100,7.25 kW,511,
1,42.3126352,-71.4067211,213252698,1220,1057,100,5.75 kW,405,
2,42.2942503,-71.4100144,213254402,1455,740,100,5 kW,352,
1,42.3153751,-71.4526864,213269440,900,1691,100,7.75 kW,546,
1.75,42.2940542,-71.4075096,213253045,1340,652,100,5.75 kW,405,
2,42.2723828,-71.4342273,213264693,1159,1110,100,6.75 kW,476,
1.75,42.2894291,-71.4027783,213250823,1396,899,100,4.75 kW,335,
2,42.2602108,-71.4193842,213259083,1191,934,100,6 kW,423,
1,42.2846722,-71.4453119,213267912,1139,987,100,6 kW,423,
2,42.2719841,-71.4409711,213266922,1034,705,100,6.5 kW,458,
1,42.3044046,-71.4672029,213271322,1345,1269,100,5.25 kW,370,
2.5,42.3045623,-71.4337566,213264532,1385,1550,100,4.75 kW,335,
2.5,42.2847633,-71.4211467,213259901,1323,1233,100,5 kW,352,
2,42.2940668,-71.4082518,213253484,1258,599,100,5.75 kW,405,
2,42.2702714,-71.4359893,213265216,1400,1163,100,4.75 kW,335,
2,42.270432,-71.4166939,213257975,1444,1445,100,4.5 kW,317,
2,42.3125278,-71.4621477,213270958,1402,564,100,4.75 kW,335,
1.75,42.2826398,-71.4498572,213269000,1267,1938,100,5.25 kW,370,
1,42.2874169,-71.4348993,213264831,1293,1727,100,5.25 kW,370,
1,42.3122971,-71.4146993,213257225,1415,987,100,5 kW,352,
2.5,42.2802972,-71.4135861,213256716,1451,634,100,4.5 kW,317,
2,42.3114514,-71.4682928,213271399,1411,1533,100,4.75 kW,335,
2,42.3098868,-71.4668319,213271304,1320,1145,100,5.25 kW,370,
1,42.3020815,-71.4178999,213258466,1439,1603,100,4.5 kW,317,
1,42.3121579,-71.4590403,213270419,976,617,100,8.5 kW,599,
1,42.2785669,-71.4120322,213254900,1369,3312,100,4.75 kW,335,
1.5,42.3023977,-71.412009,213255348,1266,529,100,7.5 kW,529,
1,42.2760821,-71.4489296,213268745,1167,1145,100,5.75 kW,405,
2.5,42.2718002,-71.4175288,213258341,1441,705,100,5 kW,352,
1,42.310039,-71.4152096,213257501,1170,1145,100,5.75 kW,405,
2,42.2942002,-71.438633,213266073,1350,1022,100,5.25 kW,370,
1,42.3119738,-71.4314438,213263906,1271,793,100,5.25 kW,370,
1.75,42.2849322,-71.4068139,213252687,1125,1039,100,6.5 kW,458,
1,42.3052905,-71.4523385,213269396,1127,793,100,6.25 kW,440,
2,42.2765518,-71.4501818,213269022,955,810,100,7.75 kW,546,
2.5,42.3105255,-71.4378561,213265876,1148,916,100,6.25 kW,440,
1,42.3040863,-71.4090538,213253940,687,317,100,4.5 kW,317,
1,42.2811066,-71.4453583,213267903,1317,1797,100,5 kW,352,
2,42.289529,-71.4247183,213261936,1311,529,100,5.25 kW,370,
1,42.3084574,-71.4598288,213270700,1214,1128,100,6 kW,423,
2,42.3002788,-71.4032649,213250858,1377,13249,100,4.75 kW,335,
2,42.2862063,-71.4361565,213265301,1253,1357,100,4.75 kW,335,
1,42.3018448,-71.4672493,213271324,1328,1339,100,5 kW,352,
2.5,42.2702956,-71.417436,213258344,1470,951,100,4.5 kW,317,
2.5,42.2795582,-71.4132846,213256624,1394,1075,100,5 kW,352,
1.25,42.2709345,-71.3941851,213248665,1295,793,100,5.5 kW,388,
1.5,42.3052743,-71.4105247,213254691,1354,863,100,5.25 kW,370,
1.5,42.2888639,-71.4457897,213268022,1275,581,100,6.75 kW,476,
1.75,42.3137423,-71.4311191,213263830,1283,388,100,5.5 kW,388,
1,42.2726179,-71.3948462,213248795,1182,687,100,6.25 kW,440,
2,42.2910092,-71.403103,213251055,1329,705,100,5.25 kW,370,
2,42.293305,-71.4316641,213263954,1310,617,100,5.5 kW,388,
2,42.2824929,-71.4124729,213255527,1366,863,100,5 kW,352,
2.5,42.2846066,-71.4124265,213255577,1445,687,100,4.5 kW,317,
2.25,42.2994637,-71.448976,213268753,1492,1586,100,4.25 kW,300,
2,42.3108251,-71.4032421,213251017,1141,951,100,6.25 kW,440,
1.75,42.2868912,-71.4145138,213257151,1106,775,100,6.25 kW,440,
2.5,42.271545,-71.4249038,213262012,1325,828,100,5.25 kW,370,
2,42.2881957,-71.4051904,213252079,1456,1110,100,4.5 kW,317,
2.5,42.288718,-71.4247647,213261965,1276,511,100,6.25 kW,440,
1,42.3053368,-71.4173432,213258241,1122,1216,100,6.25 kW,440,
1,42.3006815,-71.4553764,213269905,1254,951,100,5.75 kW,405,
1,42.3085564,-71.4729074,213271737,1487,1075,100,4.75 kW,335,
3,42.2726179,-71.4283856,213263206,1344,793,100,5.25 kW,370,
2,42.3082585,-71.4332527,213264392,1088,1621,100,6.5 kW,458,
2.5,42.2877579,-71.4225846,213261136,1384,1110,100,5 kW,352,
1,42.3034297,-71.4042858,466010500,1367,6924,100,4.75 kW,335,
1,42.2852086,-71.4080199,213253347,1438,1198,100,4.5 kW,317,
1,42.2780146,-71.4450104,213267841,1285,916,100,5.25 kW,370,
1,42.2797376,-71.4512022,213269204,1283,1374,100,5.25 kW,370,
2.5,42.3040646,-71.4549126,213269864,1468,1339,100,4.5 kW,317,
1.5,42.3110805,-71.4205437,213259564,1265,1357,100,5.5 kW,388,
2,42.2880487,-71.4809305,213272534,1410,1498,100,4.75 kW,335,
2,42.284426,-71.406976,213252815,1450,1850,100,4.5 kW,317,
1,42.2817872,-71.4469816,213268306,916,1163,100,7.5 kW,529,
2,42.3057709,-71.4177143,213258417,1350,1462,100,5 kW,352,
2.5,42.2829692,-71.4698928,213271465,1403,1868,100,4.75 kW,335,
1,42.3147739,-71.4506456,213269099,1346,2132,100,5 kW,352,
1,42.3056689,-71.4158821,213257747,1256,2766,100,5.25 kW,370,
1,42.2746703,-71.4391432,213266149,1364,1039,100,5 kW,352,
1,42.3079519,-71.4808841,213272498,1298,2008,100,5.25 kW,370,
1,42.2706053,-71.3923876,213248367,1365,1269,100,4.75 kW,335,
1,42.3117957,-71.4079271,213253291,1333,863,100,5 kW,352,
1.75,42.291928,-71.4261562,213262593,1403,617,100,5.5 kW,388,
3,42.2720042,-71.4278723,213263091,1414,863,100,4.75 kW,335,
2,42.3107973,-71.4707276,213271594,1243,1709,100,5.5 kW,388,
1,42.3142788,-71.408762,213253782,1288,1145,100,5.25 kW,370,
2,42.2915369,-71.411847,213255320,1480,4017,100,4.5 kW,317,
2,42.2921007,-71.454356,213269744,1188,1321,100,6 kW,423,
2,42.2732591,-71.4340412,213264612,1140,388,100,5.5 kW,388,
2,42.3145865,-71.4827392,213272944,1343,1550,100,5 kW,352,
1,42.2951972,-71.4210076,213259845,1081,828,100,7.25 kW,511,
2,42.2737862,-71.4383083,213265942,1127,1022,100,6.75 kW,476,
2,42.2988892,-71.4061645,213252480,1401,405,100,4.75 kW,335,
1,42.3007539,-71.405747,213252289,1283,423,100,5.25 kW,370,
2,42.2675253,-71.4184565,213258661,1420,564,100,5.5 kW,388,
2.5,42.2815096,-71.4199408,213259368,1273,793,100,6.25 kW,440,
2,42.3076556,-71.4234195,213261515,795,758,100,9.75 kW,687,
1,42.3079606,-71.4822754,213272826,1375,1850,100,4.75 kW,335,
1,42.3132233,-71.4046801,213251862,1358,1392,100,5 kW,352,
2,42.3033,-71.4122873,213255501,1464,1180,100,4.5 kW,317,
2,42.2817804,-71.4095506,213254227,1477,1269,100,4.5 kW,317,
1,42.2755248,-71.4411376,213266952,1447,951,100,4.75 kW,335,
1,42.2887138,-71.4089964,213254033,1366,2572,100,4.75 kW,335,
1,42.3083215,-71.4058398,213252276,1297,1498,100,5.25 kW,370,
2,42.2800324,-71.4546967,213269803,1128,863,100,6.25 kW,440,
2,42.2913445,-71.4257271,213262376,977,899,100,7 kW,493,
2.5,42.2724004,-71.4281733,213263192,1280,1039,100,6 kW,423,
2,42.2868806,-71.4762697,213272080,1151,828,100,6 kW,423,
2,42.2770732,-71.4145602,213257162,1418,1251,100,4.75 kW,335,
1.95,42.2853228,-71.4759682,213272074,1131,1251,100,6.25 kW,440,
1,42.2693356,-71.425913,213262482,1446,6695,100,4.5 kW,317,
1.75,42.2831312,-71.4100608,213254467,1450,722,100,4.5 kW,317,
1.5,42.3146248,-71.4274433,213262931,1229,564,100,6.75 kW,476,
1,42.2863443,-71.4415087,213267080,1352,1198,100,5 kW,352,
2,42.2899125,-71.4430392,213267396,1419,581,100,5 kW,352,
2,42.3154372,-71.4587389,213270371,911,846,100,7.5 kW,529,
2,42.3145717,-71.4745074,213271843,1450,669,100,5.75 kW,405,
1,42.2718615,-71.4332527,213264395,1485,1216,100,4.5 kW,317,
1.75,42.313484,-71.4325222,213264220,1398,828,100,4.75 kW,335,
1,42.3082743,-71.4812551,213272584,1247,1198,100,5.75 kW,405,
2,42.2665498,-71.4362212,213265274,1254,863,100,5.5 kW,388,
1,42.3109414,-71.4562112,213270068,1161,1462,100,6 kW,423,
2.5,42.2726019,-71.4302979,213263595,1516,2008,100,4.25 kW,300,
2,42.3090184,-71.3989434,213249707,1467,599,100,4.75 kW,335,
2,42.3113492,-71.4228166,213261234,1237,423,100,6 kW,423,
1.5,42.3138475,-71.4004126,213250076,1218,405,100,5.75 kW,405,
1,42.3143413,-71.4262489,213262624,1124,987,100,6.25 kW,440,
1,42.3134863,-71.4596433,213270582,1349,881,100,5.25 kW,370,
1,42.2713245,-71.3951245,213248845,1357,1233,100,5 kW,352,
1,42.3160702,-71.4012475,213250353,1375,440,100,5 kW,352,
2,42.2900692,-71.4419725,213267147,1358,1233,100,4.75 kW,335,
1.75,42.2877959,-71.425634,213262345,1386,476,100,4.75 kW,335,
1.75,42.3085532,-71.4038915,213251531,1335,846,100,5.75 kW,405,
2,42.2936047,-71.4718407,213271650,1375,1727,100,5 kW,352,
1,42.2594694,-71.4230485,213261344,1367,1092,100,4.75 kW,335,
2,42.293862,-71.4314902,213263876,1182,758,100,5.75 kW,405,
2,42.2884629,-71.4365922,213265408,1390,546,100,5.5 kW,388,
1.75,42.2971808,-71.4572547,213270196,1152,1198,100,5.75 kW,405,
1,42.3052878,-71.4167171,213258074,1389,1286,100,4.75 kW,335,
1,42.3000108,-71.4197552,213259167,1384,1022,100,4.75 kW,335,
1,42.3112488,-71.4011084,213250308,859,1092,100,8.25 kW,581,
1,42.2785859,-71.4469816,213268304,931,1251,100,7.25 kW,511,
1,42.3138497,-71.4090867,213254031,1191,1163,100,5.5 kW,388,
2,42.3119685,-71.4677131,213271360,1324,1639,100,5.5 kW,388,
2,42.3104489,-71.4628434,213271011,1314,969,100,5 kW,352,
1.5,42.2604019,-71.4243936,213261840,996,863,100,7.25 kW,511,
1.5,42.2883563,-71.4079271,213253348,1243,669,100,5.75 kW,405,
2,42.3075872,-71.4621941,213270941,1342,1198,100,5.25 kW,370,
1.75,42.2889882,-71.4112244,213254922,1316,899,100,5.25 kW,370,
2,42.2980198,-71.4180854,213258499,1509,1075,100,4.25 kW,300,
1,42.3038259,-71.4194305,213259021,1387,1374,100,4.75 kW,335,
1,42.2954157,-71.4085301,213253777,1449,1022,100,4.5 kW,317,
1,42.3065054,-71.4142123,213257082,1259,1445,100,5.5 kW,388,
3,42.2793299,-71.4141424,213257067,1423,1339,100,4.75 kW,335,
2,42.2940419,-71.4078807,213253343,1450,705,100,5 kW,352,
2,42.2936404,-71.4350616,213264925,1400,1022,100,5.25 kW,370,
1.5,42.2973547,-71.4069994,213252774,1412,370,100,5.25 kW,370,
1,42.2621589,-71.4232108,213261479,1479,1374,100,4.5 kW,317,
1,42.2911446,-71.4077474,213253269,942,123,100,1.75 kW,123,
2,42.2719139,-71.4211004,213259932,1495,705,100,4.5 kW,317,
1.5,42.2745534,-71.4260866,213262544,1504,1110,100,5.25 kW,370,
1.5,42.2615841,-71.4241153,213261719,1349,1163,100,5 kW,352,
1,42.3008732,-71.4585302,213270343,1132,987,100,6.5 kW,458,
1,42.3085675,-71.4723044,213271693,1268,1180,100,5.25 kW,370,
2,42.3028926,-71.4623796,213270969,1147,1269,100,6 kW,423,
2,42.3091027,-71.465255,213271180,1387,1110,100,4.75 kW,335,
1.75,42.3117455,-71.4596896,213270713,936,1180,100,8.25 kW,581,
2,42.306206,-71.4160909,213257788,1496,1233,100,4.25 kW,300,
1,42.3114438,-71.4007981,213250203,1374,1057,100,4.75 kW,335,
1.75,42.2710563,-71.4364531,213265389,1274,546,100,6 kW,423,
1,42.3015946,-71.4127282,213255656,1363,1022,100,5 kW,352,
3,42.295561,-71.4246835,213261980,1343,828,100,5.25 kW,370,
1,42.3111364,-71.4587157,213270373,1074,652,100,7.5 kW,529,
1.75,42.2706064,-71.4359893,213265207,1347,564,100,6.5 kW,458,
1,42.261649,-71.425265,213262138,1065,758,100,6.25 kW,440,
1,42.3105677,-71.4838522,213273029,1371,969,100,5.5 kW,388,
1,42.3139323,-71.4828319,213272909,1291,1568,100,5.25 kW,370,
2,42.3107608,-71.4379837,213265894,1188,916,100,6 kW,423,
2,42.28871,-71.4224919,213260903,1356,546,100,5.25 kW,370,
2,42.3044286,-71.4570924,213270172,1436,1004,100,4.5 kW,317,
1,42.3052077,-71.4159053,213257709,1249,1057,100,5.5 kW,388,
2,42.3047216,-71.4644202,213271106,1385,1409,100,4.75 kW,335,
1.75,42.2733983,-71.3999487,213249990,1037,810,100,6.75 kW,476,
2,42.2689708,-71.4164156,213257892,1223,440,100,6.25 kW,440,
1,42.3145458,-71.4256923,213262377,1124,987,100,6.25 kW,440,
1,42.3005323,-71.4576026,213270228,962,740,100,7.25 kW,511,
2,42.3091444,-71.4170881,213258187,1374,1110,100,4.75 kW,335,
1,42.3110139,-71.4152559,213257489,1394,1656,100,4.75 kW,335,
2,42.3116569,-71.4854753,213273224,1374,1674,100,5 kW,352,
2,42.2765449,-71.4456829,213267990,1426,793,100,4.5 kW,317,
1.75,42.2757841,-71.4375662,213265790,1069,934,100,6.5 kW,458,
1.75,42.2901369,-71.4084257,213253712,1513,687,100,4.25 kW,300,
1.75,42.3140423,-71.4271302,213262867,1124,987,100,6.25 kW,440,
1.5,42.3009098,-71.4271302,213262830,1481,282,100,4 kW,282,
1,42.3072654,-71.418642,213258758,1289,987,100,5.25 kW,370,
1,42.2952457,-71.4572547,213270181,883,1022,100,8.25 kW,581,
2,42.3081736,-71.4483266,213268654,1228,1797,100,5.5 kW,388,
2,42.2703175,-71.4033349,213251212,1498,1339,100,4.25 kW,300,
2,42.2905773,-71.4051904,213252102,1435,687,100,5.25 kW,370,
2,42.2944746,-71.4351544,213264949,1037,810,100,7.25 kW,511,
2,42.2730138,-71.4241153,213261793,1479,2290,100,4.5 kW,317,
2,42.2992924,-71.4546343,213269801,1165,793,100,5.75 kW,405,
2.5,42.2693748,-71.4232804,213261471,1450,1216,100,5 kW,352,
2,42.3099685,-71.4856145,213273229,1477,1603,100,4.5 kW,317,
1.5,42.3093743,-71.4032421,213251098,1275,476,100,6.25 kW,440,
1,42.3123614,-71.4079735,213253392,1354,1128,100,5 kW,352,
2,42.2995908,-71.4547502,213269835,1303,1339,100,5.25 kW,370,
2,42.2853076,-71.4240109,213261704,1335,282,100,4 kW,282,
2,42.3047967,-71.4679913,213271376,1260,1004,100,5.5 kW,388,
1.75,42.2923844,-71.4342267,213264651,1302,634,100,5.5 kW,388,
1,42.3149336,-71.4066747,213252725,1303,951,100,5.25 kW,370,
1,42.2849762,-71.4088548,213253938,1163,758,100,6 kW,423,
1,42.2924285,-71.404912,213251872,1401,916,100,4.75 kW,335,
2.5,42.268596,-71.421162,213259938,1474,705,100,4.75 kW,335,
1.5,42.3057007,-71.4066283,213252633,1157,705,100,6.5 kW,458,
1.5,42.3097085,-71.4094578,213254218,1370,934,100,5.75 kW,405,
2.5,42.2815464,-71.4117655,213255248,1267,669,100,6.5 kW,458,
2,42.3128238,-71.3987427,213249555,1438,1128,100,4.75 kW,335,
2.5,42.2733625,-71.4108494,213254838,1471,775,100,4.5 kW,317,
1,42.3056201,-71.487655,213273292,906,617,100,8.5 kW,599,
1,42.2893313,-71.4121945,213255465,1315,687,100,5.5 kW,388,
2.5,42.2900513,-71.4227238,213261226,1383,951,100,5.25 kW,370,
2,42.285826,-71.4778697,213272205,1254,1462,100,5.5 kW,388,
2,42.2901029,-71.4856608,213273233,1405,1568,100,4.75 kW,335,
1,42.2914516,-71.4046337,213251819,1273,951,100,5.5 kW,388,
1.95,42.2832627,-71.4086229,213253816,1002,581,100,7.75 kW,546,
1,42.3122943,-71.4069066,213252713,1371,1339,100,4.75 kW,335,
2.25,42.2720453,-71.417436,213258314,1444,564,100,5.75 kW,405,
1,42.2998455,-71.4056542,213252232,1113,687,100,6.25 kW,440,
2,42.2879107,-71.4059325,213252406,1415,1251,100,4.75 kW,335,
2.5,42.2828907,-71.4161836,213257865,1366,1216,100,5 kW,352,
1,42.2873144,-71.4445269,213267781,1285,1057,100,5.25 kW,370,
1,42.2961196,-71.4203363,213259481,1329,1744,100,5 kW,352,
1,42.3106257,-71.4625651,213270977,1194,1180,100,6 kW,423,
1,42.270467,-71.4273621,213262924,1402,1145,100,4.75 kW,335,
2,42.2953941,-71.4379837,213265908,1484,652,100,5 kW,352,
2,42.2679904,-71.4113364,213254999,1355,3753,100,4.75 kW,335,
1,42.3025663,-71.4466106,213268285,1431,1216,100,4.75 kW,335,
1,42.2705848,-71.4428769,213267379,1391,2590,100,5 kW,352,
2,42.2987565,-71.4506828,213269111,1138,1286,100,6 kW,423,
1,42.3108098,-71.4554228,213269941,1116,1216,100,6 kW,423,
1,42.2785669,-71.4120322,213254900,1369,3312,100,4.75 kW,335,
2.5,42.2849545,-71.4123031,213255478,1384,846,100,5.25 kW,370,
2,42.2841524,-71.4221672,213260685,1355,564,100,5.25 kW,370,
1,42.3104356,-71.4746929,213271870,1359,2026,100,4.75 kW,335,
2,42.279163,-71.4544488,213269767,1093,1128,100,6.25 kW,440,
1,42.2693356,-71.425913,213262482,1446,6695,100,4.5 kW,317,
2.25,42.2698274,-71.4035205,213251268,1347,440,100,6.25 kW,440,
1,42.2977778,-71.4005285,213250153,1357,18904,100,4.75 kW,335,
2,42.2843348,-71.4054687,213252149,1321,1022,100,5.25 kW,370,
2,42.285168,-71.4786117,213272261,1170,775,100,7.25 kW,511,
1.75,42.2871797,-71.4089012,213253887,1398,440,100,5.25 kW,370,
2,42.2857351,-71.4109422,213254807,1346,951,100,5 kW,352,
2,42.2894361,-71.4252749,213262141,1289,669,100,5.25 kW,370,
3,42.3109113,-71.395542,213248909,1341,2326,100,4.75 kW,335,
1,42.2950558,-71.4308408,213263760,1484,934,100,4.5 kW,317,
2.5,42.2716037,-71.4214714,213260404,1472,1515,100,4.75 kW,335,
2,42.3143595,-71.4222341,213260714,,,,,,
1,42.2781947,-71.4165892,213257991,1412,3066,100,4.5 kW,317,
1.5,42.309769,-71.4027667,213250800,1222,176,100,2.5 kW,176,
2,42.2724082,-71.4171577,213258152,1447,881,100,4.5 kW,317,
2,42.299913,-71.4446854,213267779,1112,476,100,6.75 kW,476,
2,42.2701804,-71.4174708,213258292,1443,617,100,5 kW,352,
1,42.2781947,-71.4165892,213257991,1412,3066,100,4.5 kW,317,
1,42.2768385,-71.4416478,213267088,1460,2061,100,4.5 kW,317,
1,42.3129777,-71.4777769,213272209,1389,1092,100,5 kW,352,
2.5,42.2731226,-71.4303306,213263643,1479,705,100,4.5 kW,317,
1,42.2681987,-71.4200335,213259263,1455,2008,100,4.5 kW,317,
1,42.3122942,-71.3995776,213249914,1399,810,100,4.75 kW,335,
2,42.29649,-71.4196161,213259191,1125,987,100,6.5 kW,458,
1,42.2785669,-71.4120322,213254900,1369,3312,100,4.75 kW,335,
1,42.3063253,-71.4065819,213252593,1228,1286,100,5.75 kW,405,
3,42.2787648,-71.4139682,213256923,1382,758,100,5.25 kW,370,
1,42.2691407,-71.4249966,213262032,1493,1832,100,4.25 kW,300,
2,42.3023796,-71.4398157,213266391,1116,1128,100,6.75 kW,476,
2,42.2796893,-71.4587157,213270388,1134,1092,100,6.25 kW,440,
1,42.2854026,-71.445451,213267938,,,,,,
1,42.3070642,-71.4829247,213272963,1449,2044,100,4.5 kW,317,
2,42.3112219,-71.4162764,213257827,1405,1057,100,4.75 kW,335,
2,42.281725,-71.4685711,213271402,1176,1392,100,5.75 kW,405,
1,42.311251,-71.4591795,213270441,1030,1691,100,6.5 kW,458,
2,42.3094373,-71.4142819,213257071,1306,951,100,5.5 kW,388,
1.75,42.2873859,-71.415024,213257379,1374,863,100,5.25 kW,370,
2,42.2879096,-71.4025927,213250760,1294,810,100,5.5 kW,388,
2,42.3104332,-71.4638637,213271062,1090,1656,100,6.5 kW,458,
2,42.3092141,-71.4629129,213271012,1339,1639,100,5 kW,352,
2,42.299329,-71.4212395,213259935,1502,1233,100,4.25 kW,300,
2,42.2960771,-71.4212627,213259942,1391,1128,100,4.75 kW,335,
1,42.2858157,-71.4424924,213267271,1240,1004,100,5.5 kW,388,
2,42.2889085,-71.4145602,213257147,939,335,100,4.75 kW,335,
1,42.3147644,-71.409052,213253931,1204,669,100,5.5 kW,388,
2,42.2701424,-71.4038452,213251502,988,282,100,4 kW,282,
2,42.2889704,-71.413818,213256878,1327,705,100,5.5 kW,388,
2,42.2702752,-71.4155343,213257583,1068,1304,100,6.75 kW,476,
1,42.3070822,-71.4600607,213270806,1321,987,100,5 kW,352,
2.5,42.2742306,-71.4029174,213250891,1337,828,100,5 kW,352,
2,42.3132787,-71.4666464,213271299,1424,969,100,4.75 kW,335,
2,42.3105982,-71.4675276,213271354,1377,1674,100,4.75 kW,335,
1,42.3010691,-71.4554691,213269945,1499,722,100,4.5 kW,317,
2,42.3133621,-71.4645826,213271118,1168,1374,100,6 kW,423,
1,42.2615981,-71.4250893,213262127,1083,370,100,5.25 kW,370,
2,42.267147,-71.4208684,213259710,1241,1216,100,5.75 kW,405,
2,42.3105357,-71.4229486,213261302,1182,1973,100,5.75 kW,405,
